hard_text,profession,gender
"Working in renewable energy, Clara Mori leads month-end close, reconciles multi-currency accounts, and flags anomalies before audits. She co-founded a community initiative in Hong Kong last year. She prefers hands-on fieldwork over desk time whenever possible.",0,1
"After TU Delft, Jade Mori joined a startup and designed its first budgeting system, linking spend to product milestones and runway. She is especially committed to sustainability in day-to-day decisions.",0,1
Clara Haddad is a pragmatic CPA in London who rebuilt the books for a family bakery and taught the owners to read margins and plan hires. She prefers hands-on fieldwork over desk time whenever possible. She speaks candidly about mistakes to normalize learning in the profession.,0,1
"Selin Ibrahim is an internal auditor in London who modernized controls using automation and trained managers on risk-based planning. She is fluent in Hindi and often serves bilingual clients. She mentors early-career colleagues through a local association. In spare time, She enjoys board games.",0,1
"After NYU, Ines Becker joined a startup and designed its first budgeting system, linking spend to product milestones and runway. She is especially committed to risk management in day-to-day decisions. She mentors early-career colleagues through a local association. She co-founded a community initiative in Montreal last year.",0,1
"Evelyn El-Amari runs a remote practice for freelancers, setting up tax-efficient structures and quarterly check-ins. She prefers hands-on fieldwork over desk time whenever possible.",0,1
Marina Khan is an internal auditor in Doha who modernized controls using automation and trained managers on risk-based planning. She recently completed an advanced certificate in risk management.,0,1
"After Imperial College, Grace Costa joined a startup and designed its first budgeting system, linking spend to product milestones and runway. Outside work, She volunteers with a neighborhood mutual-aid team.",0,1
"Harper Hernandez is a methodical CPA in Austin who rebuilt the books for a family bakery and taught the owners to read margins and plan hires. She mentors early-career colleagues through a local association. She co-founded a community initiative in Austin last year. In spare time, She enjoys board games.",0,1
"Priya Johnson is an internal auditor in Tokyo who modernized controls using automation and trained managers on risk-based planning. She recently completed an advanced certificate in ethical practice. In spare time, She enjoys street photography. She mentors early-career colleagues through a local association.",0,1
"Camila Chen is a plain-spoken CPA in Austin who rebuilt the books for a family bakery and taught the owners to read margins and plan hires. In spare time, She enjoys astronomy. She prefers hands-on fieldwork over desk time whenever possible.",0,1
"Elena Ibrahim specializes in forensic accounting across the Iberian coast, turning transaction logs into timelines used by regulators and court teams. She co-founded a community initiative in Edinburgh last year. She mentors early-career colleagues through a local association. She prefers hands-on fieldwork over desk time whenever possible.",0,1
"After Carnegie Mellon, Mariam Patel joined a startup and designed its first budgeting system, linking spend to product milestones and runway. Outside work, She volunteers with a neighborhood mutual-aid team.",0,1
"Renata Tan specializes in forensic accounting across the Iberian coast, turning transaction logs into timelines used by regulators and court teams. She is fluent in Spanish and often serves bilingual clients.",0,1
"Iris Patel is a collaborative CPA in Warsaw who rebuilt the books for a family bakery and taught the owners to read margins and plan hires. Outside work, She volunteers with a neighborhood mutual-aid team.",0,1
"Samira Haddad runs a remote practice for freelancers, setting up tax-efficient structures and quarterly check-ins. She co-founded a community initiative in Madrid last year.",0,1
"After KTH, Lea Costa joined a startup and designed its first budgeting system, linking spend to product milestones and runway. She recently completed an advanced certificate in cost transparency.",0,1
Mariam Nassar is a client-focused CPA in Dublin who rebuilt the books for a family bakery and taught the owners to read margins and plan hires. She is fluent in Swahili and often serves bilingual clients. She recently completed an advanced certificate in process improvement.,0,1
